author,comment
@ainsleytelcy6991,🔥🔥
@tobiasebert8967,"Besides the brilliant discussion, the filming and lightning is done really beautiful! ❤"
@OuterHaven_Snake,"I would say, if people are worried about young men becoming vengeful maybe don&#39;t set up an entire society that hates men"
@Frank81518,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/oPgfY_DoKfSXkNAPq8-AgAo""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcIfY57lBJXp6AKBx4CoCA""></a>"
@Linden733,I’ve really enjoyed this❤
@gregroth4696,He’s lost.
@beerman204,"Today so many people want to put everyone in a simple box that explains them 100 per cent. If I say I&#39;m a fan of Dr Peterson, they assume I basically agree with everything he says...it&#39;s an all or nothing type of thinking that reduces everything to yes or no equations. Not only do people avoid complex in depth thinking, they refuse to acknowledge there IS such a thing...I greatly admire Dr Peterson, but there is much he says I&#39;m not on board with...."
@ellenthompson3950,"Thank you Dr. Peterson. Love all your lectures,talks. /  Books. Keep up your great work. I plan to attend a lecture soon. ET /UK"
@shakeserfistssmith1364,"Chris... we are in the same place, so much info. We going so fast like we have to get there a fast as we can... like we are ruining out of time.  So full of gratitude and thankfulness..."
@ineeddamoney,"3 hours, 23 minutes and 32 seconds of straight bars!🔥🔥🔥"
@travislindsey8645,Dr. Peterson is such a valuable man for the culture. We are lucky to have him.
@joblack5138,"Brilliant, truly brilliant. But why is Mr Peterson dressed like Willie Wonker? (Sorry I couldn&#39;t help the last bit)."
@robinmiller871,"You know your telling the truth if you&#39;re upsetting a bunch of liars. Well done, JP!!!"
@jibfgrih1ewrbfihwerfdbqwei919,John 14:6
@elyt3family,"I have so many gifts, I have to get a grip on what I hold a principles holding me back in life."
@littlebeebs1,I miss being naive . And I am cynical about my cynicism. So at least I’m heading toward wisdom. This is interesting. Thank you 😊
@kurtbansag935,Our internet dad! Thanks a lot! Now I&#39;m a license professional teacher!  TELL the TRUTH and BEAR your CROSS! Thanks for re-echoing these messages to the people across the world!
@TheWhiteHorseRides,Digging that 70&#39;s gear
@Destination-Discovery-24,You do not known psychology
@Destination-Discovery-24,Stop talking
@Destination-Discovery-24,Every one cokes but no one&#39;s want work
@Destination-Discovery-24,It&#39;s to easy to be labeled as stupid or different
@MarvelousMi,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=8911"">2:28:31</a> Love"
@Mike-nf1sk,"I just turned 58 and this man  in all his brilliance, saved me from doing some very dark and unfamiliar things. I state this with all sincerely and meaning-&quot; He saved me from my dark side and ending my life.&quot; <br>May He and his loved ones forever be Blessed by God."
@Alpha_Goddess_313,"I felt the holy spirit come over him when he when he paused for a second, how he explained the being of being good and being led by something “Good” is the essence of Gods spirit.  That message is so powerful in so many different ways.  This message gave me a lot of information in so many different topics.. passionately well done.  🫶🏼🙏🙏<br>Needed it today!!! ❤❤❤❤"
@ddivar8149,I would have loved to have gone to Hillsdale!I get their periodical
@theonlyyari,"The best way I can describe a mind like autism would be giving you a great visual example. I often share this so others might understand especially parents &amp;  children that try to explain it.  Imagine you’re looking at a river side over the water what do you see? Perhaps fish, vegetation, &amp; your own reflection, remember this is an automatic shift in focus like a lens of a camera zooms in &amp; out. A person with a sensitive sense/ difference might see them all at the same time, like the filter lets everything in. Your coffee tastes good when filtered we just process differently."
@shadowinversion,This studio set up is incredible. That light streak is a great touch - difficult to frame on two angles.
@sjlptpsnh,I need a googgins and peterson podcast and live peterson analysing goggins
@goldenrules3763,"Much needed inspiration,  thank you! ❤❤❤"
@milo555100,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=8340"">2:19:00</a> thru <a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=9000"">2:30:00</a><br>Listen. Listen. Listen"
@NewsforthePoor,"Jordan Peterson, in my mind, was the first to stand up against this leviathan that&#39;s trying to make us, men, end ourselves.  Everyone would be doing themselves a tremendous favor by simply listening to him."
@jasonking1999,Excellent podcast
@darylmarples9467,This is one of the best conversations I have heard in the 71 years on my path to Goodness &amp; God. Much appreciated!
@schussel756,there are some serious critical questions the interviewer is missing out ... very critical questions. this is not an interview! this is entertainment!
@Bjarne2CTheWorld,The blessing of despair
@Bjarne2CTheWorld,Dr. Peterson did you help write EldenRing? This entire game is almost entirely mapped to the progression of Elden Ring. This is so brilliant. Thank you for enlightening me. I am eternally grateful.
@md1972,I absolutely shocked myself watching this for nearly 3.5hrs.  So glad i did. So interesting and informative.  So much gratitude and intelligence from both Chris and Jordan. Thank you for sharing.  Fantastic. 🙏❤️😇
@stevenspurgeon2087,"My father always said, &quot;the only stupid question is the one you don&#39;t ask&quot;. It took me a bit to understand that stupid is the unwillingness to learn and you cant learn if you never ask about about what you don&#39;t know."
@nebiyunoah431,I still did the right thing
@Lunchkit780,Sorry
@mephista55,"What a compelling man... I absolutely love listening to Jordan, what a great interview ❤thank you for shining a light on humanity, encouragement of fellow man, and the over arching themes of becoming a better human."
@Zatoichi82,"Great podcast. Come on Jordan, make the jump: from faith in oneself to faith in the Almighty (Job story)."
@jonathanguernsey7051,"The only way to teach is to learn, the question is how we have learned, the greatest teacher this planet has ever been graced with actually was its creator, I’ve yet to hear his words manifested in Jordan, not that he’s in any way a thorn, it’s just that, the thorn is his evidence that he’s still searching, I truly love his willingness to approach every conversation with the highest regard for listeners!! ❤"
@Just_B_a_GOOD_PERSON,I connected with everything that was shared here and glad I took time to listen. Can we give the editor their props for their crazy damn near diabolical commercial drops? Well played my friend Well played
@bane349,"Kind of interesting to hear this reknowned sage say sometging so absurd as the rise of nihilism being the begining of wisdom when it is in fact the exact opposite, go read what other great philosophers thought of nihilism for yourself, it wasnt good at all.  The reason we see a rise in nihilism and absurdism is due to the algorithms promoting it to us in order to dumb people down so that they dont see the satanism all around us and bit by bit generation by generation they accept more and more of it."
@timchalmers1700,"The Matthew principal at <a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=1140"">19:00</a>: Matthew 25:29 &quot;For to everyone who has shall more be given, and he shall have an abundance; but from the one who does not have, even what he does have shall be taken away.&quot; This is a puzzling statement and needs to be understood from the context. Jesus often taught in parables. This verse comes at the end of a parable so it is necessary to look at the context to understand the meaning. This verse applies to the third servant who did nothing with what the Master provided. In this parable the Master allegorically represents God. The &quot;money&quot; that God provides to the servants, namely us, is new life or salvation through Jesus Christ. The first two servants took what God provided them and produced more. The third servant did nothing with what God provided and was cast into outer darkness."
@Pollyeverything,Hard luck bruz!! Keep it up🤙🤙
@dustinvanriel3279,Wtf is up w the eye from the drink facing the camera so intently
@lonewolf30,"Awesome, I like this discussion and the biblical back up is the cherry on tip."
@brightmark777,"@<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=378"">6:18</a> little subtle sleight of hand here. It&#39;s not necessarily that what is believed in is foolish (it&#39;s that too), it&#39;s more along the reason given for why you believe. Faith is a foolish reason to believe and in this case leads to believing in foolish things."
@Mysteriomuse,Kindly reduce the number of ads in your podcast. Very distracting and lose interset in great conversations.
@Wiltingrose-b7v,I like what JP has to say but I wish he wouldn’t take the Lord’s name in vain. He is going to push serious Christians away.
@JamesBroadwater,The fear of Yahweh is the beginning of wisdom and the only way to be triumphant over the apocalypse is through Jesus and no one comes to the Father except through Jesus.
@mellissa5101,Atheism is a faith. Faith in atheism. Free is a rule too. Rule in freedom
@isayawhaat1634,that might be the most iv ever learned in one video wow
@TiaMarieMotivation,This has been enlightening‼️💜🦋🧡
@chiggies18,Magnifique
@ericmoulot9148,"If you knock, you cannot also be the one answering, can you?"
@christianwilliamson9752,Hey fellow Chris Williamson. I subscribed
@ericmoulot9148,"Just as cynicism is the beginning of wisdom, debauchery is the beginning of sexuality."
@dustinstout5527,Is there any way possible i could connect with any of you to discuss these topics? I&#39;ve got questions. Lots of questions and i don&#39;t know anyone who is interested in self growth
@19e-k2m,"There has been zero productive evidence to show for your talks with Sam.<br>You like him too much, you should take that being sick when talking to him(have long taped discussions) as a sign not to waste your time.<br><br>Sam revealed more about his religious axioms on his own wanting the government to lock everyone down, vax everyone, close churches and didn’t care if the family in charge of doing it had stacks of children’s bodies in the basement.<br>We can risk Trump who would close the border more and open the economy up slightly sooner."
@treybarnes5549,Narcissism is the father of depression.   The natural love of yourself is the problem.   True Christian breaks that type of love in pieces and is peace
@JeremyWilson-ch1yg,So while watching this I manifested battery charging your phone with the energy of my body
@AncientRylanor69,o
@user-lz2mt5nc9e,"<b>Unpopular opinion:</b> <br>I&#39;m a fan of JP&#39;s overall message, but he is constantly trying to paint men who run a bit of game as manipulative and evil.<br>What he doesn&#39;t seem to understand is that women run game *24/7*, and most of the time they do it completely subconsciously.<br>They are evolutionarily geared to be masters at making men chase them, but if a man incorporates a few strategic actions to flip this dynamic in his own favor, then he is suddenly an evil psychopath?<br>I know he gives great advice overall, but do you really want to take dating advice from a man who&#39;s wife is almost indistinguishable from a wildebeest?"
@thereisnopandemic,"Job refuses to give up faith in God, NOT HIMSELF. <a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=4637"">1:17:17</a> proverbs 28:26 <br>Those who trust in themselves are fools, but those who walk in wisdom are kept safe."
@GIANTSlayer41012,"This is a great conversation. However, it is not illusion or denial if you opt to live outside the boundaries of this matrix. This matrix is designed on the illusion of appearing to be moral, and just, however, it functions completely opposite under the foundations of cynicism.. it breeds a society of cynicism, and either you can form to it, and if you do, it’s only a matter of time till you are taken out. it is dog eat dog essentially. Or you can unplug from what is presented and seek the wisdom of God through faith. And be able to live beyond what this world can comprehend, and become the first and not the last. You reap what you sow and that is why people are trying to manipulate for the outcomes. They do not deserve. When you operate in faith, those people become irrelevant and you will collect what is rightfully hers by the hand of God 💯 amen God bless all 😎🫶🏻"
@RCLaROCK1,"@<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6844"">1:54:04</a>. IS RA EL   is three part word    isis ra el    ...doesnt mean one who wrestles with GOD ,,<br>he made that up ....<br><br>,dude making stuff up...you make god a HE .......GOD IS NOT A HE -OR SHE ....making god in your image"
@squatchy69,Wow. What a great time it was sitting with you guys today. I was up half the night when I should have been sleeping. Thanks so very much for sharing your wisdom with us. Such a rich reward.
@davidmacdowell9806,Great guest.  Douchey host.
@Basie-o,“I didn’t want to work where they wouldn’t want me.”  Great point. I too only want to be where I am wanted. Leave the rest out of your mind.
@David-l6q3c,Thank you for sharing your knowledge sir.   What a great way to make  🌎 Earth a better place. Thank you
@imnottheone5538,GREAT CONVERSATION!! <br>(wish this was subbed in Spanish so I could share with my dad)
@isgc1384,"I don’t care what people say about him to tarnish his reputation to deprive people of his insight and knowledge, JP is a gem and this is one of my favorite podcasts. Chris you’re doing a great job!"
@truthseeker94-w,I take Jordan Peterson&#39;s teaching as the voice of God. Ignore it to your peril.
@James-uq9jx,Sounds like the jab has Corrupted his mind what a bunch of gibberish
@darleenhorstmann7071,Avoided watching Dr. Peterson until he started incorporating&quot;The word of God &quot; in his talks.
@jademeyers3516,AMAZED.
@williamvan8164,Peterson does not believe Yeshua Ha Maschiac/Jesus The Christ was resurrected.
@radbarzin9769,This man and these kind of conversations are blessings from God
@John-ou4rm,Only problem with Jordan is that he&#39;s a boomer trad in ideology. There are plenty of people who aren&#39;t married and perfectly happy being single. The way he  thinks is like saying in order to be happy you need to be hetro etc.
@MPad-y8p,His ability to put such complex philosophical and psychological concepts to words and express them in ways that are accessible to almost everyone is remarkable. It’s a gift that he has mastered.
@Cacacos,"So much bs, but the apex of it lies on <a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=9590"">2:39:50</a>"
@AnonYouMust,"Thankful for the affirmations I&#39;ve received  in listening  . . . . Things like: pay attention, you get back change . . . .  and the &quot;pause that refreshes&quot; when awareness teaching me to choose words carefully. Exceptionally insightful, Im grateful for the guidance !!! And that learning even at 70!"
@Joshua_Dixon,"Great podcast but not a fan of these ads in between. I pay for youtube premium to avoid this shit, it really breaks the flow"
@Mountainman2013,Love this conversation
@VIASURAMOR,These Two Very Honest People share their strengths &amp; Weaknesses &amp; their Lived Experiencess!!   Openly &amp; Honestly!! This Discussion will Benefit All Humanity in the Present &amp; Future Grateful 😊.  Thanks to Technology that Delivers this Content 😊  We can Listen &amp; Take Wisdom! 😮 Last of All but not Really.. 😂  Let’s Thank God for Smart People who Share their Wisdom Such as these Two!! &amp; Also Innovative People who Make Our Lives Easier.  Tech People!!  Let’s all Be Grateful Today &amp; the Future step by Step…&amp; Appreciate being Alive &amp; Given Opportunities “it’s up to Us ALL to Look after Ourselves &amp; make our Own Lives BETTER  😊 😊🥹
@keithhart3212,"As the truth seeking person it&#39;s amazing the control of speakers! As if they held the key? Which they kinda do! It&#39;s in the form of will power, a push or tap on the shoulder telling you it&#39;s possible and you Are Worth it! Those Things most of us were never told by our parents, a damn shame. Good luck to you all."
@NetaMills,Please pick this story It&#39;s not over apparently my bloodline  is the same as Abraham and Jacob and I will be 71 in March 10 1953
@MiroMai,david goggins is my jesus.
@JoshuaBrennan57,This is absolutely incredible
@agnieszkajaremczak1568,"What if I want to waste my life? What if I dont care for consequences? What if I just want float,  dont want to fight and thrash against the tip current? I dont think life is awful etc<br>I have been bitten so many times and what it thought me is to stop thrashing against that rip current.  Just float and then when the rip current dissolves, you can come back to the shore"
@ChrisHops22,Do I get an achievement if I listen to this episode while cleaning my apartment?<br><br>I mean flat. Sorry Chris.
@Awesome_Sauce_Stacy,Greatly enjoyed this interview!
@olahfsmart3630,@Chris Williamson You are massive sir 😂
@nacn.z8306,"Hi, thank you for this and many other amazing podcasts. One question!!! how can I find the video about other rules that Dr. Peterson didn&#39;t put in his books? Or is there any video/podcast about it? wish you the best."
@BlooZulu,"One thing that can’t be argued about Dr Peterson is his eloquence and gorgeous manner of speaking. It’s just captivating, no matter the subject of discussion."
@gustavomejia3813,Brilliant podcast 🎉🎉🎉top five.
@elizabethsilk2195,I really am enjoying this!!!<br>Your questions are fabulous! A very Aware young man!!!❤️ 🙏  <br>What struck me about you is your Authenticity and Humility ❤We can&#39;t possibly know everything! to admit where we were wrong and promptly admit it!😊<br>Sedona Silk ( originally from the UK CHESHIRE) ❤<br>Thank you for delivering this to the world!!!❤️ 🙏
@bluest1524,"A child born to a reasonably affluent family in the US uses hundreds of times the amount of resources that a child born in Bangladesh, or a developing nation like this.  A decrease in population, for those who have any knowledge of the planet and the torturous vice grip we&#39;ve got on it, is good news.  Growth cannot continue forever, or it becomes monstrous."
@user-ro1tm4re8l,Tyat would mean every retired person is what you said?!?! No ones the same
@catherinecharletpellerin,so. now that i feel absoutely like poop..how will i ever be able to face God now ?
@catherinecharletpellerin,"oh ..honesty , not avoiding, not be in denial, no short term comfort for a long term benefit ..okay now i get it ty :) and less about me myself and i"
@catherinecharletpellerin,been listening for almost two hours and have not heard one thing about how to change negative thinking
@nyne2022,"&#39;if you&#39;re not a cog in the machine you&#39;re on your way to hell bucko&#39; <br><br>Just stop, old man."
@emilyhenderson9216,I love JP and understand he’s a genius but I don’t buy that people can read 1200 to 2000 words per minute and retain the information. That’s just skimming over pages. I’m probably wrong. Just don’t believe you can go through 20+ words per second.
@junevandermark952,"Thanks for honoring my freedom of speech. <br><br>Negative beliefs?<br><br>“I act as if God exists, and I’m terrified he might.” ~ Jordan Peterson"
@leigholding1397,Kermit 🐸  is wise.
@dmwp,"After listening to this, I think I can begin to understand nihilism and the reason for such high rates of suicide."
@DeeperDownTheRabbitHole,"&quot;Now, half the audience comes in suits like it&#39;s a wedding,&quot; got me emotional."
@greenbicep,Epic!!!🎉
@bhoeddhatree,"modern wisdom! old bible, and us inventing the wheel again😂"
@stevendecker6931,Good bless Tucker from Detroit Michigan!! Finally we get to hear Russia’s side of the story and Putin should hopefully shed some light on the situation
@Animatthias,"Too many people underestimate their potential to shield themselves from disappointment. Instead of attacking happiness from the result side, the compromise on their expectations. The truth is that people are so versatile that almost everybody could potentially achieve almost everything."
@danielfleckenstein7107,i reallly enjoyed this conversation. Thank you chris and Jordan. It is a really awesome podcast to watch again and again. and fall asleep to
@SARAH-tonin333,Jordan YOU my friend are GOOD. Thank you so much for breaking everything down with such clarity! My GOODness😅💯🔥❤️
@Monster-gr8on,"I am in such a deep depression, or whatever you want to call it. I get paralyzed by all my troubles... I am at the end of my days"
@d-jbradford1451,Would be superb if you could stop interrupting your guests with repetitive adverts.
@danielschwenn9660,"@<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6108"">1:41:48</a> Jordan makes the statement of &quot;You can&#39;t be isolated, alone, without responsibility, and pursuing you hedonistic nonsense; and not be insane and miserable.  Thoughs are one and the same thing.&quot;<br><br>I am not sure if I have heard anything in the recent years that feels like it describes my current life more than this statement.  It is something I have been thinking on a lot and trying to get out of it.  I have noticed more and more that the happiest and most fulfilling times in my life have been ones when I had a sense of community and relationships of various sorts."
@jtrinlee,Great questions. Thanks for asking them and giving Mr Peterson all the time needed to consider them and formulate great answers. Excellent interview.
@PeacefullManV,Very valuable experience. Thanks both of you. Jordan is SSR in this world.
@nebiyunoah431,GOD IS MY POWER…
@nebiyunoah431,"GOD IS MY STRENGTH,MY KNOWLEDGE,HE IS MY EVERYTHING…"
@nebiyunoah431,I love to face the truth that what I want to be around no pain no out crying no mourning…
@nebiyunoah431,I love to face truth
@nebiyunoah431,If you want to ask me who I wanted to be “I want be the best version out of myself “
@nebiyunoah431,I want to be myself I don’t want imitate nobody
@nebiyunoah431,Violence never solves by violence
@nebiyunoah431,I don’t mind if you swear me anything doesn’t change anything for someone been dismissed  from the society
@nebiyunoah431,How dare you call me master-bad after you dismissed me from the society
@nebiyunoah431,MY IDENTITY IS THE GOD OF ABRAHAM ISAAC YACOB
@nebiyunoah431,Say something on my identity
@nebiyunoah431,I don’t kill &amp; ask after
@nebiyunoah431,My identity is the GOD of Abraham Isaac yacob
@nebiyunoah431,My identity is my creator’s
@nebiyunoah431,I don’t want to build my house without foundation wants to vanish
@nebiyunoah431,I don’t want to build a house without foundation
@nebiyunoah431,our situation been moved from Ethiopia to Eritrea so you have responsibilities to provide basic necessities
@nebiyunoah431,Parents with out educational foundation is harder to anchor in any aspect of life all you trying to fix the foundation to start life
@nebiyunoah431,Why if your parents have good educational foundation you obviously doing best
@nebiyunoah431,I always focus on what happens on my parents they end up not read not write
@nebiyunoah431,You act as human when you fail to fulfill your obligations
@nebiyunoah431,To merry is not a goal natural obligation as human
@TheDNAGroup,Honesty =&gt; Responsibility =&gt; Discipline =&gt; Joy
@ashleykilbourn2611,I listen to Jordan Peterson every time I feel down. He is so incredibly articulate and wise. I listen to my Bible and then Peterson 🙏🙌🏼❤️
@TheGreatestInsights,"JP’s characterization of all individuals who engage in casual sex is childish, stigmatizing, oversimplified, and simply incorrect. Have I understood him correctly? His thinking is astonishingly black and white. Defining a psychopath as &#39;someone who uses someone for short-term gratification&#39; is flawed. Employing such a term in this context only contributes to stigma and misunderstandings around casual sex and psychological disorders. Irresponsible."
@ericmoulot9148,"Hopefully he also makes a African tour where he&#39;ll interpret African idioms, art and drum languages. The non-stop referring to the Bible is too Mzungu for my taste."
@ericmoulot9148,The truth is adventure; that&#39;s what makes &quot;truth or dare&quot; the ultimate game!!
@PeasantGarden,Love how JP is doing his duty of the good  work. 🙏 All based on love and warning the listener of the enemy trying to take it away from everyone. Excellent. Be thankful for anything and help someone. Or thank someone who helps you. Or be thankful for someone who helps someone else. Beauty
@PeasantGarden,Beauty
@wr3ckitralph186,"i cant believe anyone would want to censor this man, he will be looked at by future generations that truly helped young men to orient their lives properly and thats not even a scratch of what he has contributed to society"
@Itsjustjazzduh,I love how you can tell he takes a moment to think before he speaks.
@trish9910,We are visual beings and I noticed the difference in presentation or attire between these two.  Such a huge difference and this younger generation is OK with athleisure in an interview with a legend like Jordan Peterson.  Interesting.
@franckjoly12,🤡🤡🤡🤡🤡🤡
@J.P.__,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=2676"">44:36</a>"
@Pickle2222,Ok real question… WHAT ARE ON JP’s socks!!???
@ericmoulot9148,"Good abstractions are more true than reality, therefore a java class called &quot;everything&quot; is more real than everything. Consequently mastery of Java is the path to true enlightenment. It&#39;s built into the structure of the code!"
@mylifeuntilnow,Modern Psychology has a slight paranoia about not being seen as scientific enough so that prevents it from being as useful as it could be to everyday humans
@tjmcmorrow8434,He looks like a joker/riddler cross-over.
@wayne_paulo,Sounds like Ricky.
@pusscrushington5727,So basically cynicism is just hypocrisy
@MrAndersJensen,Thank you for an excellent interview 🥰🙏👌
@cozzafrenzy,thank u praise the Lord
@Beach-Photo-Video,In theory his wife is blessed.
@charmed1593,“Go up on the stage with gratitude” 🔥
@fie4426,You are my words of encouragement DR PETERSOOOOOOON 💜💜💜
@stephansmith3570,I would love to have dinner with both of these guys
@thecryptopoet,"Bravo on one of the best Peterson interviews out there. There&#39;s plenty, but this is up there."
@pamelareinhardt7589,"Why does it feel better when someone takes the time to explain why things bother me?  It doesnt make those things stop bothering me, yet soothes the query. Writing down everything that bothers me is helpful while I am writing yet feels different when i read what was written. Life is so strange, and the mind and body are insanely aware of everything"
@betsysmith4831,Science turned its back on truth.
@carlosbeauty,"Jordan, mothers have to learn to be mother."
@adamshaari8005,"Give em hell, Netanyahu"
@jennmcdavitt3782,"Oh my goodness. Perhaps trivial, but I started doing heavy, hard,  taxing, while ever rewarding farm work. I started doing this to have a way of quieting my mind. I used to be a heroin addict. I did this to make the thoughts stop. Physical labor does, in effect,  the same thing. I resonate with what you said, similar to this. I needed to hear this talk. It was very exceptional.  Thank you!"
@artgalleryandcraftsbydeb9135,"We can overcome more than we realize. Keep God in your life. I am a 69 year old female. I set myself on fire at 3. I have third degree burns on 75%. Webbing on my arms and many surgeries to remove them but still have scarring and restrictions. I learned at a young age to be as strong as I could be. I grew up fantazising about a magic cure a miracle from God because I had no breasts or nipples and I felt so hideous among the beauty I saw in models and my sisters and friends. It took me a long time to see that my scars were here to stay a miracle was not going to happen. I was very fortunate to have a loving caring mother and 5 siblings and many friends. Eventually, I learned to love myself,. And my miracle came when I met a wonderful guy and got married at age 17, 52 years ago. We have three children and 6 grandkids. Life is not perfect, but we can absolutely make it better by being the best you can be."
@Walkerxy,"I’m sorry Jordan, I love you for many things. But god is not the spirit of my correct moral decisions. I am, if god gets credit for my good then he also gets credit for my brain cancer. In which case he is not good."
@Biggerfoot,"If you are having negative thoughts because of a negative reality and that is the truth of the situation, to lie to yourself and proclaim it to be anything other then that is in fact what it is, more crazy then living a negative life because yes I may be negative but I keep my soul and my relationship with Jesus Christ, I play no hand to the devils coral and you call me negative"
@luishenz8515,I can&#39;t believe God since mom&#39;s died
@theplinkerslodge6361,What matters as we slip these mortal coils is not what we accumulated but what we gave.
@jeffreyboothe8375,"❤️. Thank you so much! At the age of 60 and on a 7 year journey to heal from family scapegoating; your professional insight had resonated the greatest with me. Not discounting my own failures and shortcomings, the decision to go no contact is indeed the best choice for healing"
@brenteastwood6407,Cynics aren&#39;t cynical enough about their own cynicism. 😂
@raynameadows2152,"Jordan is just wonderful, all my life <a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=2851"">47:31</a> I’ve thought an felt so very much like him. He is probably the first person I have heard in my Life, Say and Live in what he knows as Fact or the obvious wrongdoing around ,us all.  In my small “world” having this complete understanding of “speaking the Truth even if you’re voice shakes”.  Dumbfounded that the majority around me everywhere grew and fed the ‘usual’ lyin, cheating,stealing,abusing,manipulating an on an on….  They Still continue, it genuinely shocks me still today.  Cause I have trusted most in the sense of I’d be there for anyone I’ve ever loved, if they needed me while also Trying to keep them honest, accountable..I get we can mess everything up in my own weakness I tend to not be true to myself in a chicks heartache, loneliness, confusion 🤷‍♀️ or knowing that I could be hurting someone’s heart w my actions…it’s crazy cause there was a time I could of never imagined.  I’d be in such a space battling one of my own demons, walking through the fires with the temptations of the “Devil”….sorry bout the rant..😅✌️👏"
@Henkvanpeer,"And hoppa, when lost, revert to Jung!    The Love..enemy seemed at first glance a diversion  but it was not, and good insight… still about Shadow..l the main line through this coversation,,,,<br><br>And again, comparing himself with Christ, who’se archetype has awoken in Jordan, said it before in another recent comment…<br>Analogy of Self and sometimes commented on by Carl Jung,,,,  but still, stop with individual therapy sessions Jordan! Really.<br><br>Math abstraction, teal? Cannot touch, so no, but soo ingrained in all things real, it is like colour… colour certainly is not real, we see it very differently then what it really is. But nevertheless, c😅,our is real, has a reality, if only a phenemenonical  one,… and math properties are like colour.l, reflect characteristics of reality without them being reality them selves..l colour however is real enough, so so are mathematical properties of the universe. Marh properties wr cannnot directly ins e with senses but they are discernBle, identifyqboe  with our  brain, cognitiv e functions,, that are a kind of sensors too..l   Busy with identiffying properties of reality, so identifying reality itself,,, cognitive functions coukd be seen as sensors for more hidden properti😂s of reality, like eg mathematical relatiinships, natural constants like C, Pi, etc,  Pi,,, is it real? Of  course it is! At keast, as real as colour is..l"
@Henkvanpeer,"I know Jordan met Carl Jung, as I myself interact with Carl too, very sometimes. The way Jordan speaks during courses, I recognize writing style  of CG Jung in that too!   Very,  very few people will have read anything Jungian, unfortunately. While these very read-worthy  books are less then 1m on a bookshelf, and A5 sized too! Best to read  Jung’s collected writings in original language, often english but quite a bit german/Deutsch too…  Reading it all can be done in a month, by any student psychology…,  and understanding these writings, Personality types takes a lifetime, like the bible, and archetypes one also must live through, eg being madly and maddingly in love…  By meditating Jung some will invite Him in… as a persona forJezus  Christ Himself. Not escapable…  But will eat one whole, so that forces one to manage one’s energy and time, so really Jordan, be aware of burnout! <br>Now, with Canadian tegukatory board opposing, you need to re-focus! This fight will take more out if you then you would like or can admit early enough…"
@Henkvanpeer,"Mr Peterson seems to have a protestant work ethic and seems possessed by CG  Jung, and I suspect mr Peterson to dream regularly with  Carl Jung in it.  Bit of a Christ complex, archetype at work in Mr Peterson…  We humans cannot escape archetypes coming alive in our psyche, and Jordan has sense enough to go along with that tremendous force, as it is for good. And as it transcends time Jordan has am i tuition about the future, perhaps even a vision on where it is all headed. And as nowadays there are cultural forces, woke ideology some call it, that drive many people, whole  countries towards great levels of being not happy,  Jordan seeks to oppose these forces.   That way he kind of saves more people hen he could as a therapist. He should focus more kn mass communicating his insights and messages, not use his limited energy on therapy also. <br><br>Therapy was a learning school, that is over now, Jordan!"
